Genero	CRC25_kraken	CRC24_kraken	CRC09_kraken	CRC21_kraken	CRC22_kraken	CRC20_kraken	CRC04_kraken	CRC03_kraken	CRC02_kraken	CRC01_kraken	CRC18_kraken	CRC16_kraken	CRC32_kraken	CRC33_kraken	CRC06_kraken	CRC10_kraken	CRC05_kraken	CRC27_kraken	CRC13_kraken	CRC15_kraken	CRC11_kraken	CRC12_kraken	CRC07_kraken	CRC08_kraken	CRC28_kraken	CRC17_kraken	CRC30_kraken	CRC31_kraken	CRC19_kraken	CRC34_kraken	CRC26_kraken	CRC29_kraken	CRC23_kraken
CandidatusCardinium	0	0	0	0	0	0	0	0	0	1.55E-05	5.23E-06	0	0	0	0	0	0	0	0	2.27E-06	0	4.15E-06	0	0	0	0	2.76E-06	0	0	0	0	0	0
Wandonia	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteimonas	0	0	0	0	0	0	0	0	0	4.64E-05	0	0	0	0	0	1.15E-05	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermomonas	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldimonas	0	0	0	0	0	0	0	0	0	1.55E-05	5.23E-06	0	0	0	0	0	0	0	8.29E-06	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	1.25E-05	0
Glycocaulis	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skermanella	0	0	0	0	0	0	0	0	0	1.55E-05	5.23E-06	0	0	0	0	5.74E-06	5.98E-06	0	0	0	0	8.31E-06	0	0	0	0	0	0	0	1.30E-05	0	0	0
Dehalobacter	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	1.25E-05	3.89E-06
Caldisalinibacter	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planococcus	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	6.89E-06	0	5.74E-06	0	0	0	0	0	0	0	3.90E-06	0	4.46E-06	0	0	0	0	0	0	0
Brochothrix	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelosinus	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	4.54E-06	0	8.31E-06	0	0	0	0	2.76E-06	0	0	0	0	0	0
Auraticoccus	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidipropionibacterium	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionicicella	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micropruina	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinilutecoccus	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aestuariimicrobium	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Huakuichenia	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jatrophihabitans	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kineococcus	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-06
SynechocystisPCC-6803	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Roseiflexus	0	0	0	0	0	0	0	0	0	3.10E-05	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	3.33E-06	0	0	0	0	0
Aquimarina	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	4.90E-06	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
Moheibacter	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
[Cytophaga]xylanolyticagroup	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rugamonas	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuritalea	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	6.89E-06	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	1.38E-06	0	0	0	0	0	0
Sulfurifustis	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fontimonas	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Constrictibacter	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusGortzia	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfocurvus	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovermiculus	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	3.44E-06	0	0	5.98E-06	0	0	4.54E-06	0	4.15E-06	0	0	0	4.46E-06	4.14E-06	1.66E-06	0	0	0	0	3.89E-06
PleurocapsaPCC-7319	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
AnaerolineaceaeUCG-001	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucobacter	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	9.22E-07	0	0	5.74E-06	0	0	1.66E-05	0	0	0	1.21E-05	0	0	0	0	0	0	6.52E-06	0	0	3.89E-06
Sphaerimonospora	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Lipingzhangella	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Modestobacter	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferrithrix	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGCAAA164-E04	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kosmotoga	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denitrovibrio	0	0	0	0	0	0	0	0	0	0	5.23E-06	0	9.22E-07	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Rubribacterium	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-06
Dissulfurimicrobium	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophaceticus	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MyxosarcinaSAG30.84	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OscillatoriaPCC-10802	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	4.15E-06	6.04E-06	0	0	0	0	1.66E-06	0	6.52E-06	0	0	0
NodosilineaPCC-7104	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mongoliitalea	0	0	0	0	0	0	0	0	0	0	0	0	1.84E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citreitalea	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leeuwenhoekiella	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anseongella	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fodinibius	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silanimonas	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Agarivorans	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrocarboniphaga	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiolamprovum	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotignum	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	9.07E-06	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Desulfosalsimonas	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudenhygromyxa	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
Natranaerovirga	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halolactibacillus	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ammoniphilus	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
ErysipelotrichaceaeUCG-009	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
PlanktothrixNIVA-CYA15	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrichodesmiumIMS101	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	5.74E-06	5.98E-06	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
GeitlerinemaPCC-8501	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusAquiluna	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lechevalieria	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-06
Longilinea	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Owenweeksia	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rs-D38termitegroup	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	5.74E-06	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	4.99E-06	0	0	0	0	0
Arachidicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rodentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Solimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Camelimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
Chelatococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	4.90E-06	0	0	0	0	4.54E-06	0	8.31E-06	0	3.90E-06	0	0	0	0	0	0	0	0	0
Rhodothalassium	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonia	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oligoflexus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	1.21E-05	0	0	0	1.38E-06	0	0	0	0	0	0
Marinilactibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Risungbinella	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allisonella	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.76E-06	1.66E-06	0	0	0	6.23E-05	0
Centipeda	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	4.99E-06	0	0	0	0	0
SpirulinaCCCSnakeP-Y-85	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	4.90E-06	0	0	0	8.29E-06	0	0	8.31E-06	0	0	0	4.46E-06	0	0	0	0	0	0	0
Thermoflexus	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-06	0	0	0	0	0	2.27E-06	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Desulfurella	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propioniciclava	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinoalloteichus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angustibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solirubrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	8.31E-06	0	0	0	0	1.38E-06	0	0	0	0	0	0
CandidatusEntotheonella	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyadobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	0	0	0	2.27E-06	0	0	0	0	0	4.46E-06	1.38E-06	0	0	0	0	0	0
Joostella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrionimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	6.52E-06	0	0	0
CandidatusEcksteinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiohalorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Natronincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	5.98E-06	0	0	0	1.22E-05	0	0	0	0	0	0	0	0	3.91E-05	0	0	0
Paeniglutamicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LD29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.80E-06	0	0	0	0	0	1.22E-05	0	0	3.90E-06	2.01E-06	0	1.38E-06	0	0	0	0	0	0
Halanaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10marinegroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	1.22E-05	0	0	0	0	0	0	0	0	0	0	0	0
Fluviicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	6.04E-06	0	0	0	0	1.66E-06	0	0	0	0	3.89E-06
mle1-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Ferrimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.71E-05	0	0	0	0
Parahaliea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Aminobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusGigarickettsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asaia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfoplanes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	1.22E-05	8.31E-06	0	0	0	1.34E-05	0	0	0	0	0	0	0
Polyangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
RuminococcaceaeUCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Nautilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Williamsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoactinospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharomonospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Geodermatophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ProchlorothrixPCC-9006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Garritya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nubsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ammonifex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	3.90E-06	0	0	0	1.66E-06	0	0	0	0	0
Hydrogenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	1.25E-05	0
Eoetvoesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brackiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquaspirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tropicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelagibius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESFC-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propioniferax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinospica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	3.33E-06	0	0	0	0	0
Crenothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	6.04E-06	3.90E-06	0	4.46E-06	0	0	0	0	0	1.25E-05	0
Amaricoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	7.79E-06	0	0	0	0	1.71E-05	0	0	0	0
Thermoanaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	1.79E-05	4.14E-06	0	0	0	0	0	0
HAVOmat113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luedemannella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izimaplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	8.29E-06	2.27E-06	0	0	0	0	0	4.46E-06	0	0	0	0	3.55E-06	1.25E-05	3.89E-06
Hydrogenimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R76-B128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Sporocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	1.22E-05	4.15E-06	0	0	0	0	1.38E-06	0	0	0	0	0	0
Flaviaesturariibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyloglobulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Limimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dehalobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pectinatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	2.91E-05	0	0	0	0	0	3.33E-06	0	0	0	0	0
NostocPCC-7107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	8.31E-06	0	0	0	0	0	0	0	0	0	0	0
Terrabacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	2.27E-06	0	0	0	3.90E-06	2.01E-06	0	0	0	0	0	0	1.25E-05	0
Tellurimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	1.30E-05	0	1.25E-05	0
Marinoscillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
